Date,Price,Change %,vol 5D,vol 5D standardize,vol 20D,vol 20D standardize,vol2 5D,vol2 5D standardize,vol2 20D,vol2 20D standardize,vol2 5D sta - vol2 20D sta,Price_S&P 500,Change %_S&P 500,a1_S&P 500,動能差input_S&P 500,Price_FTSE 250,Change %_FTSE 250,local risk covarience_FTSE 250,向量寬度_FTSE 250,Price_GBP_USD,Change %_GBP_USD,Price_USD_JPY,Change %_USD_JPY,Price_United States 10-Year Bond Yield,Change %_United States 10-Year Bond Yield,label 1 N+1到N+5天短期(5D)vol2 的標準化平均減 N到N-4短期(5D)vol2 的標準化平均,label 2 第N+1到N+5天的平均短期(5D)波動性 減 第N天的短期(5D)波動性 大於或小於零,label 3 第N+1到N+5天的平均短期(5D)波動性 減 第N到N-4天的平均短期(5D)波動性 大於或小於零 Ken
Mar 24 2011,5880.87,0.0147,0.1137073612392795,-1.1742951669686101,0.16539915738345792,1.8662618360198293,0.9481973085834308,-0.2348605457223072,0.29423900165058564,1.8679441169464992,-2.1028046626688064,1309.66,0.009300000000000001,4.490379182383213,-30.852119395162845,11605.52,0.0138,-1.997123492645212,-0.027560304198503926,1.6119,-0.0068000000000000005,81.02,0.0018,3.407,0.0158,-0.9793455327493156,-0.02629833275717676,-0.09643994131436537
Mar 25 2011,5900.76,0.0034000000000000002,0.11538048361833124,-0.7635894990301937,0.15772354661842578,1.2983515885970403,0.9625446010148909,0.02879330790277396,0.3064946977801923,1.817608175857597,-1.788814867954823,1313.8,0.0032,4.491368549246461,-1.2998301849347627,11629.31,0.002,-0.40504724699915007,-0.0008100944939983002,1.6038,-0.005,81.34,0.0039000000000000003,3.442,0.0103,-0.7341951947136314,-0.03450543107687541,-0.08080538291597672
Mar 28 2011,5904.49,0.0006,0.11043912350249802,-0.5756930139859932,0.15779013277134915,1.171321786676613,0.6923297791431376,-1.1984409350359513,0.3150820899324149,1.7147944342182493,-2.913235369254201,1310.19,-0.0027,4.5065906471580455,-19.9438404627781,11637.39,0.0007000000000000001,-0.24137968781809357,-0.00016896578147266553,1.5992,-0.0029,81.72,0.004699999999999999,3.441,-0.0003,-0.10298663630814697,-0.03537142883776796,-0.060478942127744975
Mar 29 2011,5932.17,0.004699999999999999,0.08445327702345247,-1.6668144893210515,0.15722375774672223,1.0391576657337949,0.24188082968930444,-1.6168753698974574,0.309638375088814,1.4678699083525182,-3.084745278249976,1319.44,0.0070999999999999995,4.495975565391378,14.00596348621184,11636.37,-0.0001,-0.05849590550997341,5.849590550997341e-06,1.6016,0.0015,82.51,0.0096,3.491,0.014499999999999999,0.5361955532004989,-0.008486020226800242,-0.03388337269961596
Mar 30 2011,5948.3,0.0027,0.08736317301929919,-0.9887247361221703,0.15565990356847637,0.8734013451506425,0.2393159972642389,-1.0489923038772457,0.29704824956706954,1.1883077710150318,-2.2373000748922776,1328.26,0.0067,4.478264797554695,23.52450448675154,11676.44,0.0034000000000000002,0.9044489671818283,0.0030751264884182165,1.6077,0.0038,83.14,0.0076,3.444,-0.013500000000000002,0.5840863343552308,-0.010509492027102066,-0.025415002688374877
Mar 31 2011,5938.66,-0.0016,0.03940908524693275,-1.5943568240752806,0.14547082073120549,0.27198023420201967,0.4779202904687303,-0.14495481553778053,0.29043352221911817,1.018991287497838,-1.1639461030356184,1325.83,-0.0018,4.479201707609573,-1.2421834580582072,11617.83,-0.005,1.8382679702429525,-0.009191339851214763,1.6033,-0.0027,83.43,0.0034999999999999996,3.47,0.0075,0.26743466983112285,0.051123609848688245,0.0031236666135183305
Apr 01 2011,6009.92,0.012,0.0827106039150967,0.07129054574925847,0.151824390593038,0.5489821949738032,0.4087284564001939,-0.017568175441426498,0.284456012003273,0.8728759302853004,-0.8904441057267269,1332.41,0.005,4.510563565268948,-41.78685276392844,11708.73,0.0078000000000000005,1.5636534662597832,0.01219649703682631,1.6113,0.005,84.06,0.0076,3.45,-0.0058,0.05017852612297791,0.008762986155662941,0.010598537529303897
Apr 04 2011,6016.98,0.0012,0.08140233411886916,0.315810941677433,0.15143427026444944,0.4551911787856675,0.3184160856217957,-0.17972248436022548,0.2724033730129924,0.6612311803431886,-0.8409536647034141,1332.87,0.0003,4.514303720542888,-4.985140759977185,11766.57,0.0049,4.664056980171408,0.022853879202839895,1.613,0.0011,84.36,0.0036,3.425,-0.0072,-0.299576879373028,0.011502927338959551,0.01783756679309874
Apr 05 2011,6007.06,-0.0016,0.08895108768306328,0.6279715042329905,0.1513563007921166,0.37304478508216316,0.3282185961509926,-0.287684663937911,0.2508283848597501,0.34234880631312226,-0.6300334702510333,1332.63,-0.0002,4.5076727974006285,8.83656710706964,11737.66,-0.0025,-0.2447092749570761,0.0006117731873926903,1.6294,0.0102,84.98,0.0073,3.487,0.0181,-0.25007143289822525,0.015270549305703637,0.028254380192114778
Apr 06 2011,6041.13,0.005699999999999999,0.09179529399702369,0.6991896384305623,0.15145931710146487,0.29427428845269615,0.3392366536123874,-0.5200140355766896,0.22099099796361843,-0.07274731750084194,-0.4472667180758476,1335.54,0.0022,4.5233613369872865,-20.952672159564827,11781.37,0.0037,1.553768691260369,0.005748944157663366,1.6333,0.0024,85.45,0.0055000000000000005,3.549,0.0178,0.02402035848021916,0.024507786159290362,0.03944939916411701
Apr 07 2011,6007.37,-0.005600000000000001,0.10780415576405213,1.6339198989016965,0.14093073774767964,-0.5645612791330474,0.16780255778102252,-1.6383074079737936,0.20474087857979079,-0.3126400652385719,-1.3256673427352217,1333.51,-0.0015,4.504930596695938,24.577576485916325,11659.42,-0.0104,13.130511967674675,-0.1365573244638166,1.632,-0.0008,84.89,-0.006500000000000001,3.549,0.0,0.8704695381119163,0.018364326866789057,0.03563578753522027
Apr 08 2011,6055.75,0.008100000000000001,0.08741507879078994,-0.41046629329855194,0.14190955347833722,-0.6634746723327875,0.15696019451916238,-1.1502103773263523,0.17724589389460377,-0.7119555393605588,-0.43825483796579356,1328.17,-0.004,4.5594690438723955,-72.43632938635619,11726.19,0.005699999999999999,1.4353490906974746,0.008181489816975604,1.6385,0.004,84.75,-0.0017000000000000001,3.583,0.0096,1.3797855466775268,0.0508128429561924,0.04675433167622278
Apr 11 2011,6053.44,-0.0004,0.08856069105421444,-0.5121352751824623,0.1360433820127744,-1.4342476173337042,0.13466738260448088,-0.9097810611645288,0.15456797166438468,-1.0801982630601916,0.17041720189566278,1324.46,-0.0028000000000000004,4.570496655240626,-14.605630152766935,11689.7,-0.0031,1.3428421466851213,-0.004162810654723876,1.6347,-0.0023,84.45,-0.0034999999999999996,3.587,0.0011,1.4640001126291593,0.07153161279384734,0.06718704239023317
Apr 12 2011,5964.47,-0.0147,0.1455329653377544,1.6859660516517885,0.13749502115387763,-1.459291243008048,0.3889740283942367,1.2890332743956492,0.14093729471823674,-1.3752975146100466,2.664330789005696,1314.16,-0.0078000000000000005,4.53861782431363,41.89388445102031,11541.59,-0.0127,2.242828397686235,-0.028483920650615183,1.6254,-0.005699999999999999,83.76,-0.008199999999999999,3.492,-0.0265,0.7376349635542311,0.023907344127439195,0.06521867247642676
Apr 13 2011,6010.44,0.0077,0.15220250983475936,1.161747646785675,0.11792939770093484,-2.977057159790789,0.49054179744290305,1.3794231896160885,0.16987636325887645,-1.1161015066517803,2.4955246962678688,1314.41,0.0002,4.572728448505412,-44.835345543920994,11615.77,0.0064,7.991033277637155,0.05114261297687779,1.6267,0.0008,83.74,-0.0002,3.458,-0.0097,0.3567627456382033,0.03711222586575649,0.07301165554420189
Apr 14 2011,5963.8,-0.0078000000000000005,0.15713116813668768,0.8821659262276986,0.11313419139746343,-2.5813179793049166,0.5571711398204451,1.100585897748679,0.2138270884451353,-0.47598077234928954,1.5765666700979686,1314.52,0.0001,4.536865167513617,47.143000129333814,11603.19,-0.0011,-0.2110416967025362,0.00023214586637278984,1.6351,0.0052,83.67,-0.0009,3.496,0.011000000000000001,-0.19017539536190126,0.04909170431616974,0.08005438982201635
Apr 15 2011,5996.01,0.0054,0.14771227437149567,0.33729020435004115,0.11335411352320468,-2.1077139823904933,0.44637949280371275,0.26372746361677457,0.24520202607325775,0.0249012408790898,0.23882622273768478,1319.68,0.0039000000000000003,4.543533280795344,-8.799775735629737,11679.24,0.0066,-3.664882126836636,-0.024188222037121797,1.6322,-0.0018,83.14,-0.0063,3.413,-0.023700000000000002,-0.5880598078856859,0.07805945241755327,0.08754380504206671
Apr 18 2011,5870.08,-0.021,0.19788260155961168,1.75043118910111,0.13538155553452383,-0.6123585885943584,0.34271691571217533,-1.21876680821067,0.2434503434645681,-0.03146881652300727,-1.1872979916876627,1305.14,-0.011000000000000001,4.497663085952465,59.8670260972367,11490.75,-0.0161,4.851596964356647,-0.07811071112614201,1.6267,-0.0034000000000000002,82.48,-0.008,3.38,-0.0097,-0.07027916407105839,0.016850537568637358,0.05464083528018737
Apr 19 2011,5896.87,0.0046,0.19227299342341353,0.9624838702611689,0.13480741702224888,-0.5805151039045228,0.37658565748966993,-0.7660745326454317,0.2404236074911539,-0.08235305007867702,-0.6837214825667547,1312.62,0.005699999999999999,4.492442595724581,6.852519882923843,11574.53,0.0073,2.362149063504159,0.01724368816358036,1.6317,0.0031,82.77,0.0034999999999999996,3.365,-0.0044,0.7493352556925676,0.013958854683915056,0.03679153864213508
Apr 20 2011,6022.26,0.0213,0.25157464101137067,1.5184211173839406,0.1519656928042434,0.569604774528934,0.6509033266874683,1.3744993252287276,0.23831237419584167,-0.09674071584183591,1.4712400410705635,1330.36,0.013500000000000002,4.5267897411227045,-45.69406835184691,11756.19,0.015700000000000002,2.913555004376071,0.04574281356870433,1.6404,0.0053,82.5,-0.0033,3.408,0.0128,0.7788588651441872,-0.0836433297359637,-0.021383424425108793
Apr 21 2011,6018.3,-0.0007000000000000001,0.24167185189839552,0.8473283912388911,0.1445043798279958,0.15136905142374965,0.6641287001381165,1.104788498470629,0.22384965652542352,-0.30732336664966464,1.4121118651202937,1337.38,0.0053,4.500067295757376,35.738063982682434,11810.48,0.0046,0.6660470415391971,0.0030638163910803066,1.6518,0.0069,81.87,-0.0076,3.394,-0.0040999999999999995,0.6752250178777759,-0.0930988243103622,-0.057649844864824024
Apr 27 2011,6068.16,-0.0002,0.1426896632556122,-1.542856751408634,0.14674152463645584,0.4145375224888386,0.7412578798504217,1.061150663816327,0.20976304924580438,-0.43644622307741904,1.4975968868937461,1355.66,0.0062,4.4761665904430314,39.13237374187247,11895.02,0.0022,0.24659329180875986,0.0005425052419792717,1.6627,0.0088,82.26,0.010700000000000001,3.357,0.014499999999999999,-0.229075339995016,-0.01328900745726741,-0.08533248332990415
Apr 28 2011,6069.9,0.0003,0.1497665383188114,-1.0276412417738916,0.14626551091836557,0.4357434357637495,0.8722489600247546,1.2768897591316175,0.20217403814987048,-0.5231611127338099,1.8000508718654276,1360.48,0.0036,4.461587086910502,19.835122965935625,12013.88,0.01,82.25997512877593,0.8225997512877594,1.6629,0.0001,81.62,-0.0078000000000000005,3.316,-0.012199999999999999,-1.005884849228961,-0.017839310874108255,-0.07430462066262536
May 04 2011,5984.07,-0.016200000000000003,0.14488043346152726,-0.05619968657010558,0.15852709315179497,1.3623114139913812,1.0430327655915401,0.5908218628605226,0.20545138260860302,-0.2743717576958839,0.8651936205564066,1347.32,-0.0069,4.441461568150105,57.11019902404587,11909.08,-0.0088,-12.200639763946274,0.10736562992272722,1.6494,0.0007000000000000001,80.59,-0.0055000000000000005,3.221,-0.0092,-1.7991668755915753,0.020152936369960517,0.01646034224345458
May 05 2011,5919.98,-0.010700000000000001,0.12784942706168076,0.07514290620496085,0.1570339420232722,1.2007529803497554,0.5910613493686095,-1.2154830713929676,0.2099105936686266,-0.05810607730150178,-1.1573769940914658,1335.1,-0.0091,4.434109804509026,9.815339637205398,11845.72,-0.0053,0.8348661674548269,-0.004424790687510583,1.6389,-0.0064,80.32,-0.0034999999999999996,3.152,-0.021400000000000002,-1.6154731639731243,0.0418202050761059,0.0446180283479079
May 06 2011,5976.77,0.0096,0.16443492329794188,0.856620211018949,0.16115853979038286,1.4154744472651104,0.6492395904994337,-0.8521915618624866,0.21887242938129278,0.3244550473245177,-1.1766466091870043,1340.2,0.0038,4.459610505894643,-34.1760399970035,11907.24,0.0052,-4.451437683468653,-0.023147475954036992,1.637,-0.0012,80.63,0.004,3.15,-0.0006,-1.1124848088299186,-0.0015722420774341161,0.03346202542216306
May 09 2011,5942.69,-0.005699999999999999,0.1623993965506031,0.7116977033237979,0.16225733070780204,1.3943172342565988,0.6796856107844165,-0.5641934952610583,0.2284979802136605,0.7128195551934289,-1.2770130504544872,1346.29,0.0045000000000000005,4.414123257247695,61.239027980899664,11896.09,-0.0009,-0.5910649245644143,0.0005319584321079728,1.6396,0.0016,80.17,-0.005699999999999999,3.157,0.0022,-0.3987477476316878,-0.0069284428549608035,0.023543726250939256
May 10 2011,6018.89,0.0128,0.20152060936787589,1.5053356928406645,0.16771246446475613,1.6077528113647706,0.43556739038003345,-1.0907922186966663,0.24400249651877778,1.172484360384971,-2.263276579081637,1357.16,0.008100000000000001,4.43491555896136,-28.21848019371828,12055.15,0.0134,-6.747266313567485,-0.0904133686018043,1.6364,-0.002,80.97,0.009899999999999999,3.213,0.0177,0.6436588533473566,-0.07408205395048603,-0.03277840253053588
May 11 2011,5976.0,-0.0070999999999999995,0.16896249287933704,0.15021460888371377,0.168444261279198,1.469897481798785,0.4152252247274695,-1.1388749948957881,0.2599327072057595,1.5113122123032343,-2.6501872071990222,1342.08,-0.0111,4.452789699570816,-23.988526629138505,12017.87,-0.0031,3.9016595222841164,-0.01209514451908076,1.6351,-0.0008,81.04,0.0009,3.156,-0.0177,1.3058152907137581,-0.050259240664030216,-0.046330117616180874
May 12 2011,5944.96,-0.0052,0.15103073859317517,-0.9814527245523266,0.16634986972611288,1.2151763375155111,0.30147479831966023,-1.2007408266346586,0.2710948911505783,1.6376810877262942,-2.8384219143609526,1348.65,0.0049,4.4080821562303045,60.29482832618123,11967.11,-0.0042,1.1327226367471088,-0.004757435074337857,1.629,-0.0037,81.01,-0.0003,3.226,0.0222,1.4507526434261986,-0.036609051168324955,-0.055247944712936356
May 13 2011,5925.87,-0.0032,0.1304001687115474,-1.2435856483884484,0.16654175009983466,1.107450685240791,0.4143875501088333,-0.25059201182527235,0.2783571118356844,1.7031386260843429,-1.953730637909615,1337.77,-0.008100000000000001,4.42966279704284,-28.869933859785306,11999.22,0.0027,-0.47115180240336507,-0.0012721098664890858,1.6198,-0.005600000000000001,80.79,-0.0028000000000000004,3.169,-0.0177,1.2279448309952308,-0.016663866773911615,-0.049126379282871904
May 16 2011,5923.69,-0.0004,0.12544075892627574,-0.9676260082051061,0.15849211735338095,0.5877831492493062,0.49266406550991465,1.16340855633742,0.2787029326353966,1.7061588717921794,-0.5427503154547595,1329.47,-0.0062,4.45567782650229,-34.58620121545482,11943.55,-0.0046,10.781108631856888,-0.04959309970654169,1.6191,-0.0004,80.86,0.0009,3.147,-0.0069,0.9224514486961293,0.0012190652223919018,-0.02881112954697454
May 17 2011,5861.0,-0.0106,0.06135861797661375,-1.6194130970051432,0.1595566977267757,0.5743325603746942,0.6477571958964242,1.5132550594024254,0.25712617055722764,0.9002184556083375,0.613036603794088,1328.98,-0.0004,4.410149136932083,60.50671786501425,11835.99,-0.009000000000000001,-2.684293275309954,0.02415863947778959,1.6246,0.0034000000000000002,81.5,0.0079,3.114,-0.0105,0.03761709201487067,0.08918881000410454,0.023108872563328525
