Date,Price,Change %,vol 5D,vol 5D standardize,vol 20D,vol 20D standardize,vol2 5D,vol2 5D standardize,vol2 20D,vol2 20D standardize,vol2 5D sta - vol2 20D sta,Price_S&P 500,Change %_S&P 500,a1_S&P 500,動能差input_S&P 500,Price_FTSE Italia Mid Cap,Change %_FTSE Italia Mid Cap,local risk covarience_FTSE Italia Mid Cap,向量寬度_FTSE Italia Mid Cap,Price_EUR_USD,Change %_EUR_USD,Price_USD_JPY,Change %_USD_JPY,Price_United States 10-Year Bond Yield,Change %_United States 10-Year Bond Yield,label 1 N+1到N+5天短期(5D)vol2 的標準化平均減 N到N-4短期(5D)vol2 的標準化平均,label 2 第N+1到N+5天的平均短期(5D)波動性 減 第N天的短期(5D)波動性 大於或小於零,label 3 第N+1到N+5天的平均短期(5D)波動性 減 第N到N-4天的平均短期(5D)波動性 大於或小於零 Ken
Mar 24 2017,20188.02,0.001,0.09605323523963198,-1.0489668742845903,0.1410717398683149,-1.2181741130464314,0.5779827337394641,0.8226435426491476,0.12803228421419235,-2.4908340920443495,3.313477634693497,2343.98,-0.0008,8.612710006058073,-37.55144546369047,37754.05,0.0032,2.152953739400087,0.006889451966080279,1.0799,0.0015,111.34,0.0036,2.418,0.0,-0.10119436298822915,-0.0015430351363454886,-0.03973538394514774
Mar 27 2017,20124.19,-0.0032,0.08803269847051197,-0.9058136832704189,0.1346112895085613,-1.7451529420628873,0.49339206142942016,0.47064235022387024,0.14039338504916934,-1.7856738391255347,2.256316189349405,2341.59,-0.001,8.594241519651176,43.24562308552413,37746.55,-0.0002,-0.03270919040042341,6.541838080084682e-06,1.0865,0.0060999999999999995,110.66,-0.0060999999999999995,2.378,-0.0023,-0.24086224899512543,0.016816408795002832,-0.011336985579261369
Mar 28 2017,20330.42,0.0102,0.09702558425487626,-0.33416503984048535,0.13628302593461356,-1.411087237135039,0.32960307749025447,-0.6380955704312645,0.1485053388579239,-1.28968585051482,0.6515902800835556,2358.57,0.0073,8.619807764874478,-60.29977899632286,37770.62,0.0006,-0.13251493743427287,-7.950896246056372e-05,1.0813,-0.0048,111.16,0.0045000000000000005,2.42,0.0177,-0.061095575359209287,0.011482924364039512,0.00454464152414813
Mar 29 2017,20276.8,-0.0026,0.1078672517495467,1.472052802769254,0.11483348356367246,-2.8409710934394954,0.11226797548653096,-1.56259767436795,0.17900945844307897,-0.011240277892124374,-1.5513573964758256,2361.13,0.0011,8.587752474450792,75.68670787807787,37371.57,-0.0106,2.4993256906253056,-0.02649285232062824,1.0767,-0.0043,111.05,-0.001,2.38,-0.0165,0.46106565271003763,0.0018845056672331106,0.012295183552001196
Mar 30 2017,20367.75,0.0045000000000000005,0.0879166878357009,-0.9103598085097329,0.1149623082396543,-2.357235180728018,0.13012655515251512,-0.947778393684872,0.19778064735149306,0.7479507790289228,-1.6957291727137949,2368.06,0.0029,8.601027845578237,-31.43687535205754,37520.31,0.004,-0.45998261254746786,-0.0018399304501898715,1.0675,-0.0085,111.92,0.0078000000000000005,2.421,0.0172,0.8125083741654497,0.026081806681699307,0.01861940300734638
Mar 31 2017,20492.94,0.0060999999999999995,0.09170877820579709,-0.3360251307693593,0.11078718004876605,-2.2754190731525674,0.13234484530056004,-0.6400479363421238,0.2149961514819989,1.3374427457311524,-1.977490682073276,2362.72,-0.0023,8.673452630866121,-171.119488695389,37714.9,0.0052,-2.389521152232958,-0.012425509991611381,1.0652,-0.0022,111.39,-0.004699999999999999,2.389,-0.0132,0.9965994573508313,0.02252534046416063,0.019723918566670884
Apr 03 2017,20242.88,-0.012199999999999999,0.13972723428165348,1.6693184824064613,0.11288432458424826,-1.8120066775273787,0.33167613461296264,1.1019949592190295,0.23621260822883752,1.8863614715705856,-0.7843665123515562,2358.84,-0.0016,8.58170965389768,216.4070037922429,37797.25,0.0022,1.2236435329637647,0.0026920157725202824,1.0671,0.0018,110.89,-0.0045000000000000005,2.323,-0.029900000000000003,0.9865290784019668,-0.04507946203795608,-0.010201335021817748
Apr 04 2017,20257.1,0.0007000000000000001,0.11532259102188117,0.3278706056830972,0.11281239573548095,-1.5886254462482574,0.32991736018151424,1.0850490306520817,0.2527983100896136,2.0799519443581858,-0.9949029137061041,2360.16,0.0006,8.582935055250491,-2.89214325685316,37886.78,0.0024,8.407886339246327,0.02017892721419118,1.0674,0.0003,110.75,-0.0013,2.364,0.0176,0.6742638517923896,-0.033857280516418814,-0.027043198113453765
Apr 05 2017,20253.37,-0.0002,0.11408349573886693,0.20705844671539547,0.11307544197988871,-1.3963059389399326,0.33210050186272383,0.7381917871539602,0.26539765807665483,2.0573244184417963,-1.319132631287836,2352.95,-0.0031,8.607649971312608,-58.152961748357484,37948.63,0.0016,-1.5799026449465003,-0.002527844231914401,1.0663,-0.001,110.7,-0.0005,2.339,-0.0106,0.16662490677522684,-0.044627153814588025,-0.04029541549250125
Apr 06 2017,20296.97,0.0022,0.10915037333880295,-0.2817836755864119,0.11265238942030956,-1.2735415094671005,0.2731227691834359,-0.07783171546676834,0.27632873406395836,1.9752010710317711,-2.0530327864985396,2357.49,0.0019,8.609567803044765,-4.521269130244036,38028.35,0.0021,-1.1743865604974997,-0.002466211777044749,1.0644,-0.0018,110.81,0.001,2.341,0.0009,-0.1607191022612524,-0.04818196232650078,-0.053030083505098385
Apr 07 2017,20300.06,0.0002,0.09288689896858472,-1.2685937215439929,0.11233933791021322,-1.1644548200858964,0.2671277662185739,-1.1822839994064869,0.2855437792358406,1.874229952917612,-3.056513952324099,2355.54,-0.0008,8.618006911366397,-19.878657215936983,38127.03,0.0026,-0.5075728281076246,-0.0013196893530798238,1.059,-0.0051,111.07,0.0023,2.382,0.0175,-0.06679748576167566,-0.033353751194567904,-0.05470097089594125
Apr 10 2017,20202.05,-0.0048,0.041795502150351924,-1.7120565447006348,0.11455192708985652,-0.9506940463879678,0.4900561140636645,1.6829956734698663,0.2920200471400964,1.7531782425097406,-0.0701825690398743,2357.16,0.0007000000000000001,8.570504335726044,111.97117119641553,38169.98,0.0011,1.9871558748521216,0.002185871462337334,1.0596,0.0006,110.94,-0.0012,2.366,-0.0068000000000000005,-0.1794600360002408,0.05363854067484147,0.000786270581495635
Apr 11 2017,20109.06,-0.0046,0.0494102823307059,-0.94917155344513,0.11080408884722154,-1.0446315177782812,0.5361072980648146,1.2468674986875419,0.2983945786733001,1.6517109013912668,-0.4048434027037249,2353.78,-0.0014000000000000002,8.543304811834581,64.02169534524728,38159.07,-0.0003,-0.505200205351134,0.00015156006160534018,1.0602,0.0006,109.62,-0.011899999999999999,2.298,-0.0287,-0.20495884449006568,0.08088946106710751,0.048834432892350704
Apr 12 2017,20004.93,-0.0052,0.05403865283294971,-0.5190465318629603,0.10566857671636806,-1.1849149085951496,0.471534268581622,0.5007865235900567,0.30560395238485094,1.572316276055165,-1.0715297524651084,2344.93,-0.0038,8.531141654548325,28.52175241526129,38159.79,0.0,0.0031444748516748842,0.0,1.0666,0.006,109.03,-0.0054,2.244,-0.0235,-0.10385560272732874,0.11023219249756974,0.09481450340624017
Apr 13 2017,19773.68,-0.0116,0.06671071877891926,0.2870278318996991,0.09500761908505194,-1.5548909744643793,0.3175870061417248,-0.8446050824310601,0.3113818079830336,1.4779380361057637,-2.322543118536824,2328.95,-0.0068000000000000005,8.490384078662059,94.9223563603191,37938.93,-0.0058,1.1882497436314927,-0.006891848513062657,1.0614,-0.0049,109.09,0.0006,2.232,-0.0053,0.4396972698877222,0.164171624363915,0.16991393213053174
Apr 19 2017,19824.61,0.0196,0.22129997740623486,1.7541726888037907,0.13251501325073287,0.5930761081413408,1.1390325373150567,1.7006836365278775,0.2752958781837344,0.7185201759532733,0.9821634605746041,2338.17,-0.0017000000000000001,8.478686323064618,-415.2703474952941,38106.04,0.009000000000000001,-4.176664541551934,-0.03758998087396741,1.0711,-0.0021,108.86,0.0040999999999999995,2.216,0.0203,0.16631713466503134,0.08274802969317685,0.20861396427421797
Apr 20 2017,19849.44,0.0013,0.223738785193806,1.1000556606146372,0.13237802210654873,0.7265972270192069,1.3483852291523368,1.2811919242738776,0.24780980304088854,0.23927075728410824,1.0419211669897694,2355.84,0.0076,8.42563162184189,124.98838732855438,38173.74,0.0018,3.167713808845995,0.005701884855922791,1.0717,0.0006,109.32,0.0042,2.236,0.009000000000000001,-0.30102378420589065,0.10971278474720805,0.20315182654320027
Apr 21 2017,19741.75,-0.0054,0.22389416249647973,0.7390618089221307,0.13346020104569636,0.9343021003042863,1.280665305587283,0.7688974688398381,0.2261939851395849,-0.1634940155770871,0.9323914844169252,2348.69,-0.003,8.405430261124286,47.44673390382741,38023.05,-0.0039000000000000003,-3.865125161520146,0.015073988129928571,1.0728,0.001,109.08,-0.0022,2.246,0.0045000000000000005,-0.8098749722539391,0.13672761691245297,0.19635093407841292
Apr 24 2017,20684.41,0.04769999999999999,0.3997682078404936,1.5137590786588848,0.21460086329350025,3.6984786761328707,1.7710744235733105,1.1063859136799024,0.391927048852263,2.1677198269809135,-1.0613339133010111,2374.15,0.0108,8.712343364993787,-728.6577455517763,38882.14,0.0226,1.7151815570997662,0.038763103190454715,1.0868,0.013000000000000001,109.77,0.0063,2.273,0.011899999999999999,-1.1827497774315818,-0.09640340945234555,0.07248245524531344
Apr 25 2017,20805.52,0.0059,0.33394509129496147,0.6500128127658957,0.2151988938046305,2.7576454573689255,1.3045131695625578,-0.2696224267304478,0.5077486174583276,2.920199160403916,-3.189821587134364,2388.61,0.0060999999999999995,8.710304319248433,4.870485057810583,39070.77,0.0049,0.9094775790275997,0.004456440137235239,1.0926,0.0053,111.09,0.012,2.334,0.0268,-1.069014191012058,-0.0765701919536852,-0.02315434550511908
Apr 26 2017,20836.51,0.0015,0.33889378867131825,0.44850771743554735,0.21445532770007641,2.226156869181217,1.2333335908609842,-0.7064466103365643,0.5952018477084948,2.9044518313433616,-3.610898441679926,2387.45,-0.0005,8.727516806634695,-41.09395301032782,39322.43,0.0064,-3.0338354404632093,-0.019416546818964542,1.0903,-0.0021,111.06,-0.0003,2.304,-0.0129,-0.28506772299341626,-0.11345316296981764,-0.07860738139791143
Apr 27 2017,20597.34,-0.0115,0.3707565994018179,0.5588768690698699,0.21703998103672248,1.9456226197034263,1.0596233560657662,-1.021188244494397,0.6691657068608978,2.7218469731137764,-3.743035217608173,2388.77,0.0006,8.622571448904667,250.6903221847606,39503.29,0.0046,-1.6593476813365262,-0.007632999334148021,1.0873,-0.0028000000000000004,111.27,0.0019,2.3,-0.0017000000000000001,0.3989590221061076,-0.19253297346674436,-0.15522794400594092
Apr 28 2017,20609.16,0.0006,0.35974520983607283,-0.033015410398181115,0.2166828089263436,1.6791627690861701,0.42147319727313365,-1.5072475261506229,0.7238331093722332,2.466380270872862,-3.973627797023485,2384.2,-0.0019,8.644056706652128,-51.22515152149572,39665.83,0.0040999999999999995,1.8605417433595033,0.0076282211477739625,1.0897,0.0022,111.55,0.0025,2.289,-0.0048,0.8169657872367185,-0.22391537861835986,-0.22479194819122011
May 03 2017,20759.31,0.0013,0.10399559606060277,-1.1260671930610942,0.21624344176243346,1.3139253059029046,2.162234164598381,1.2843450586096898,0.7943402732523532,2.0070709285509745,-0.7227258699412846,2388.13,-0.0013,8.692705170991529,-52.41909617467536,39873.24,-0.0042,1.0288693759412497,-0.004321251378953249,1.0885,-0.0040999999999999995,112.75,0.0069,2.322,0.015300000000000001,-0.39914340488701283,0.04843015302223938,-0.10494915025843451
