Date,Price,Open,High,Low,Vol.,Change %
Aug 17 2012,7040.88,7011.37,7041.11,7000.85,164.03M,0.64%
Aug 20 2012,7033.68,7037.02,7086.22,7008.97,108.63M,-0.10%
Aug 21 2012,7089.32,7048.79,7105.43,7041.73,112.59M,0.79%
Aug 22 2012,7017.75,7048.30,7051.77,7005.26,124.00M,-1.01%
Aug 23 2012,6949.57,7065.99,7080.74,6923.07,130.44M,-0.97%
Aug 24 2012,6971.07,6957.60,6990.07,6885.98,93.80M,0.31%
Aug 27 2012,7047.45,6960.02,7049.48,6946.08,87.03M,1.10%
Aug 28 2012,7002.68,7004.05,7031.16,6976.01,85.89M,-0.64%
Aug 29 2012,7010.57,7003.02,7029.80,6945.71,68.94M,0.11%
Aug 30 2012,6895.49,6962.29,6978.50,6871.00,108.24M,-1.64%
Aug 31 2012,6970.79,6897.73,7011.45,6889.79,119.11M,1.09%
Sep 03 2012,7014.83,6946.61,7016.31,6944.25,85.29M,0.63%
Sep 04 2012,6932.58,7012.99,7015.71,6920.00,88.15M,-1.17%
Sep 05 2012,6964.69,6941.66,7003.53,6892.86,106.81M,0.46%
Sep 06 2012,7167.33,6984.31,7172.32,6977.86,199.50M,2.91%
Sep 07 2012,7214.50,7183.92,7248.51,7182.60,256.35M,0.66%
Sep 10 2012,7213.70,7207.96,7233.92,7203.65,156.72M,-0.01%
Sep 11 2012,7310.11,7197.20,7313.48,7186.63,171.05M,1.34%
Sep 12 2012,7343.53,7331.58,7410.36,7307.48,295.64M,0.46%
Sep 13 2012,7310.32,7341.78,7353.22,7280.23,142.29M,-0.45%
Sep 14 2012,7412.13,7397.98,7446.47,7388.79,217.51M,1.39%
Sep 17 2012,7403.69,7390.29,7414.22,7382.47,157.75M,-0.11%
Sep 18 2012,7347.69,7350.09,7375.00,7304.25,173.48M,-0.76%
Sep 19 2012,7390.76,7387.18,7396.12,7326.24,147.35M,0.59%
Sep 20 2012,7389.49,7322.62,7390.46,7313.14,189.99M,-0.02%
Sep 21 2012,7451.62,7409.34,7478.53,7391.06,277.45M,0.84%
Sep 24 2012,7413.16,7419.65,7440.49,7388.20,127.43M,-0.52%
Sep 25 2012,7425.11,7406.22,7438.89,7369.39,137.22M,0.16%
Sep 26 2012,7276.51,7362.98,7362.98,7255.77,183.91M,-2.00%
Sep 27 2012,7290.02,7313.15,7324.97,7268.69,153.89M,0.19%
Sep 28 2012,7216.15,7330.61,7337.17,7215.95,147.38M,-1.01%
Oct 01 2012,7326.73,7227.81,7339.20,7225.29,126.10M,1.53%
Oct 02 2012,7305.86,7278.13,7373.15,7266.11,133.88M,-0.28%
Oct 03 2012,7322.08,7283.26,7339.33,7272.06,99.33M,0.22%
Oct 04 2012,7305.21,7368.21,7374.86,7283.48,129.88M,-0.23%
Oct 05 2012,7397.87,7327.70,7409.78,7312.79,115.17M,1.27%
Oct 08 2012,7291.21,7340.39,7341.28,7286.24,121.13M,-1.44%
Oct 09 2012,7234.53,7306.33,7308.13,7221.50,100.58M,-0.78%
Oct 10 2012,7205.23,7219.46,7245.17,7201.09,86.65M,-0.40%
Oct 11 2012,7281.70,7192.75,7305.46,7182.31,128.55M,1.06%
Oct 12 2012,7232.49,7260.57,7291.24,7232.42,124.91M,-0.68%
Oct 15 2012,7261.25,7237.40,7302.23,7237.40,128.06M,0.40%
Oct 16 2012,7376.27,7309.08,7387.78,7293.90,132.65M,1.58%
Oct 17 2012,7394.55,7381.08,7399.99,7367.59,129.16M,0.25%
Oct 18 2012,7437.23,7401.41,7447.81,7389.01,145.42M,0.58%
Oct 19 2012,7380.64,7413.69,7430.12,7363.50,178.61M,-0.76%
Oct 22 2012,7328.05,7372.36,7390.10,7313.24,100.70M,-0.71%
Oct 23 2012,7173.69,7339.16,7343.60,7153.80,127.31M,-2.11%
Oct 24 2012,7192.85,7202.03,7216.13,7120.68,135.67M,0.27%
Oct 25 2012,7200.23,7203.12,7256.22,7181.45,110.26M,0.10%
Oct 26 2012,7231.85,7161.73,7257.37,7147.51,97.03M,0.44%
Oct 29 2012,7203.16,7205.05,7225.32,7171.96,70.91M,-0.40%
Oct 30 2012,7284.40,7239.69,7292.83,7239.04,86.88M,1.13%
Oct 31 2012,7260.63,7305.07,7347.51,7260.63,124.99M,-0.33%
Nov 01 2012,7335.67,7255.30,7356.18,7255.11,90.00M,1.03%
Nov 02 2012,7363.85,7336.52,7391.04,7314.68,137.46M,0.38%
Nov 05 2012,7326.47,7320.98,7337.47,7304.45,78.95M,-0.51%
Nov 06 2012,7377.76,7336.46,7388.98,7319.73,107.33M,0.70%
Nov 07 2012,7232.83,7425.08,7434.96,7226.60,174.47M,-1.96%
Nov 08 2012,7204.96,7260.35,7287.00,7184.18,188.73M,-0.39%
Nov 09 2012,7163.50,7220.69,7222.87,7064.34,204.08M,-0.58%
Nov 12 2012,7168.76,7164.68,7196.00,7138.17,118.85M,0.07%
Nov 13 2012,7169.12,7131.60,7185.29,7074.87,185.56M,0.01%
Nov 14 2012,7101.92,7156.34,7182.81,7084.63,146.56M,-0.94%
Nov 15 2012,7043.42,7064.99,7079.22,7021.62,138.53M,-0.82%
Nov 16 2012,6950.53,7045.63,7059.83,6950.53,189.84M,-1.32%
Nov 19 2012,7123.84,7020.23,7130.87,7007.21,137.51M,2.49%
Nov 20 2012,7172.99,7098.13,7186.61,7092.23,109.24M,0.69%
Nov 21 2012,7184.71,7148.91,7194.79,7139.99,98.22M,0.16%
Nov 22 2012,7244.99,7210.46,7253.02,7205.20,126.77M,0.84%
Nov 23 2012,7309.13,7258.33,7311.55,7219.55,104.51M,0.89%
Nov 26 2012,7292.03,7286.69,7312.86,7273.57,83.95M,-0.23%
Nov 27 2012,7332.33,7343.01,7361.55,7307.30,117.19M,0.55%
Nov 28 2012,7343.41,7317.49,7351.48,7265.44,98.24M,0.15%
Nov 29 2012,7400.96,7382.55,7416.52,7377.09,121.11M,0.78%
Nov 30 2012,7405.50,7399.09,7442.60,7398.22,104.67M,0.06%
Dec 03 2012,7435.21,7427.41,7487.89,7419.30,100.56M,0.40%
Dec 04 2012,7435.12,7428.13,7466.25,7417.30,96.65M,-0.00%
Dec 05 2012,7454.55,7480.59,7482.28,7428.70,125.61M,0.26%
Dec 06 2012,7534.54,7469.54,7554.51,7461.19,138.74M,1.07%
Dec 07 2012,7517.80,7539.78,7553.05,7487.64,129.90M,-0.22%
Dec 10 2012,7530.92,7484.95,7536.60,7457.40,101.72M,0.17%
Dec 11 2012,7589.75,7529.24,7596.90,7518.74,111.33M,0.78%
Dec 12 2012,7614.79,7595.20,7626.40,7590.18,118.11M,0.33%
Dec 13 2012,7581.98,7618.62,7618.62,7561.96,119.24M,-0.43%
Dec 14 2012,7596.47,7599.03,7619.26,7571.16,93.63M,0.19%
Dec 17 2012,7604.94,7604.16,7627.14,7564.07,89.70M,0.11%
Dec 18 2012,7653.58,7634.28,7667.91,7626.25,127.20M,0.64%
Dec 19 2012,7668.50,7675.33,7682.90,7655.71,128.89M,0.19%
Dec 20 2012,7672.10,7642.99,7675.45,7635.39,102.03M,0.05%
Dec 21 2012,7636.23,7632.41,7653.73,7596.64,208.16M,-0.47%
Dec 27 2012,7655.88,7652.27,7676.50,7640.30,64.57M,0.26%
Dec 28 2012,7612.39,7649.89,7665.68,7602.89,48.12M,-0.57%
Jan 02 2013,7778.78,7689.46,7789.94,7689.46,140.35M,2.19%
Jan 03 2013,7756.44,7762.13,7777.02,7737.98,86.17M,-0.29%
Jan 04 2013,7776.37,7740.99,7779.67,7727.55,101.58M,0.26%
Jan 07 2013,7732.66,7760.01,7767.55,7713.42,151.70M,-0.56%
Jan 08 2013,7695.83,7710.70,7754.38,7683.48,130.43M,-0.48%
Jan 09 2013,7720.47,7713.57,7734.78,7688.55,158.33M,0.32%
Jan 10 2013,7708.47,7732.14,7773.69,7685.08,176.13M,-0.16%
